lsoa_code,e_i,u_i,V_i,london_income_decile,mismatch_category
E01001558,5,0.0285851080244598,403.0,1,Saturated / potentially underprovided
E01001559,7,0.0224931657845017,519.0,1,Saturated / potentially underprovided
E01001560,0,,543.0,2,Demand-implied desert
E01001562,0,,536.0,1,Demand-implied desert
E01001563,0,,648.0,6,Demand-implied desert
E01001564,0,,734.0,8,Demand-implied desert
E01001565,4,0.0461500771596257,703.0,6,Saturated / potentially underprovided
E01001566,1,0.1932423803978588,710.0000000000001,8,Saturated / potentially underprovided
E01001567,0,,820.0,10,Demand-implied desert
E01001568,0,,1017.0,10,Demand-implied desert
E01001569,0,,768.0,6,Demand-implied desert
E01001570,0,,769.0000000000001,6,Demand-implied desert
E01001571,0,,589.0,7,Demand-implied desert
E01001572,2,0.0474451195978973,579.0,6,Saturated / potentially underprovided
E01001573,0,,545.0000000000001,6,Demand-implied desert
E01001574,0,,489.0,2,"Low-demand, no provision"
E01001575,0,,482.0,2,"Low-demand, no provision"
E01001576,0,,519.0,3,"Low-demand, no provision"
E01001577,0,,535.0,3,Demand-implied desert
E01001578,0,,651.0,4,Demand-implied desert
E01001579,0,,526.0,3,"Low-demand, no provision"
E01001580,0,,617.0,9,Demand-implied desert
E01001581,3,0.0388778292141846,489.00000000000006,6,Saturated / potentially underprovided
E01001582,0,,522.0,6,"Low-demand, no provision"
E01001583,2,0.0,631.0,9,Apparently adequate
E01001584,0,,592.0,9,Demand-implied desert
E01001585,0,,510.0,8,"Low-demand, no provision"
E01001586,0,,476.0,6,"Low-demand, no provision"
E01001587,1,0.065763117283179,666.0,9,Saturated / potentially underprovided
E01001588,1,0.0,476.0,4,Apparently adequate
E01001589,0,,508.0,3,"Low-demand, no provision"
E01001590,2,0.0,506.0,7,Apparently adequate
E01001591,1,0.0,505.0,3,Apparently adequate
E01001592,2,0.0,625.0,8,Apparently adequate
E01001593,0,,635.0,9,Demand-implied desert
E01001594,0,,625.0,2,Demand-implied desert
E01001595,2,0.0560881558626543,598.0,4,Saturated / potentially underprovided
E01001596,0,,926.0,10,Demand-implied desert
E01001597,0,,714.0000000000001,8,Demand-implied desert
E01001598,0,,780.0,8,Demand-implied desert
E01001599,3,0.0021851208847415,745.0000000000001,6,Apparently adequate
E01001600,2,0.0377122878067451,667.0,8,Saturated / potentially underprovided
E01001601,0,,695.0,9,Demand-implied desert
E01001602,0,,753.0,2,Demand-implied desert
E01001603,0,,646.0,2,Demand-implied desert
E01001604,1,0.0,580.0000000000001,8,Apparently adequate
E01001605,0,,762.9999999999999,10,Demand-implied desert
E01001606,1,0.0138743569956275,717.0,10,Apparently adequate
E01001607,0,,655.9999999999999,8,Demand-implied desert
E01001608,0,,655.0,9,Demand-implied desert
E01001609,0,,619.0,7,Demand-implied desert
E01001610,1,0.0098146219133873,742.0,8,Apparently adequate
E01001611,0,,627.0,7,Demand-implied desert
E01001613,0,,634.0,5,Demand-implied desert
E01001614,0,,862.0,10,Demand-implied desert
E01001615,1,0.0232131558626543,646.0,7,Saturated / potentially underprovided
E01001617,0,,703.9999999999999,8,Demand-implied desert
E01001618,0,,769.0,6,Demand-implied desert
E01001619,0,,793.9999999999999,7,Demand-implied desert
E01001620,1,0.0194176954728652,544.0,2,Saturated / potentially underprovided
E01001621,1,0.1881051311531635,593.0,4,Saturated / potentially underprovided
E01001623,0,,599.0,5,Demand-implied desert
E01001624,1,0.0576310442327031,614.0,5,Saturated / potentially underprovided
E01001625,4,0.0378096064777681,595.0,2,Saturated / potentially underprovided
E01001629,0,,518.0,3,"Low-demand, no provision"
E01001631,0,,453.99999999999994,1,"Low-demand, no provision"
E01001632,1,0.021290316357253,453.00000000000006,3,Saturated / potentially underprovided
E01001633,0,,504.0,3,"Low-demand, no provision"
E01001634,0,,362.00000000000006,2,"Low-demand, no provision"
E01001635,0,,534.0,4,"Low-demand, no provision"
E01001636,0,,410.0,4,"Low-demand, no provision"
E01001637,0,,476.0,4,"Low-demand, no provision"
E01001638,0,,377.0,2,"Low-demand, no provision"
E01001641,2,0.0222731802973894,456.0,8,Saturated / potentially underprovided
E01001642,0,,662.0,9,Demand-implied desert
E01001644,0,,645.0,8,Demand-implied desert
E01001645,0,,683.0,4,Demand-implied desert
E01001646,1,0.0323836805553626,862.0,3,Saturated / potentially underprovided
E01001647,1,0.0269156378596965,608.0,8,Saturated / potentially underprovided
E01001648,0,,720.9999999999999,7,Demand-implied desert
E01001649,0,,594.0,3,Demand-implied desert
E01001650,0,,591.0000000000001,4,Demand-implied desert
E01001651,0,,540.0,2,Demand-implied desert
E01001652,1,0.0068495370362654,609.0,7,Apparently adequate
E01001653,0,,483.0,1,"Low-demand, no provision"
E01001654,0,,548.0,3,Demand-implied desert
E01001655,0,,491.0,2,"Low-demand, no provision"
E01001656,0,,494.0,7,"Low-demand, no provision"
E01001657,0,,624.0,8,Demand-implied desert
E01001658,1,0.015157600308449,602.0,6,Apparently adequate
E01001659,0,,680.0,8,Demand-implied desert
E01001660,0,,576.0,3,Demand-implied desert
E01001661,0,,599.0,4,Demand-implied desert
E01001664,0,,541.0,8,Demand-implied desert
E01001665,3,0.0070272633733281,508.0,7,Apparently adequate
E01001666,1,0.0,388.0,7,Apparently adequate
E01001669,0,,748.0,3,Demand-implied desert
E01001671,0,,535.0,3,Demand-implied desert
E01001672,0,,402.0,3,"Low-demand, no provision"
E01001673,0,,453.0,4,"Low-demand, no provision"
E01001674,0,,607.0,4,Demand-implied desert
E01001675,1,0.0348993055552983,489.99999999999994,5,Saturated / potentially underprovided
E01001676,0,,476.99999999999994,3,"Low-demand, no provision"
E01001677,0,,514.0,4,"Low-demand, no provision"
E01001678,1,0.0067258230452674,686.0000000000002,6,Apparently adequate
E01001679,0,,569.0000000000001,8,Demand-implied desert
E01001680,0,,718.0,8,Demand-implied desert
E01001681,3,0.0019979423867026,492.99999999999994,7,Apparently adequate
E01001682,0,,584.0,7,Demand-implied desert
E01001683,3,0.0808352623428497,471.0,5,Saturated / potentially underprovided
E01001684,0,,533.0,4,"Low-demand, no provision"
E01001685,0,,546.0,5,Demand-implied desert
E01001686,1,0.0184328703697273,575.0,4,Saturated / potentially underprovided
E01001687,0,,354.0,4,"Low-demand, no provision"
E01001688,1,0.0549575617256944,746.0,4,Saturated / potentially underprovided
E01001690,2,0.0,495.0,2,Apparently adequate
E01001692,0,,363.0,2,"Low-demand, no provision"
E01001693,0,,364.0,1,"Low-demand, no provision"
E01001694,0,,547.0,3,Demand-implied desert
E01001695,0,,380.0,4,"Low-demand, no provision"
E01001696,1,0.0409538966035879,427.0,4,Saturated / potentially underprovided
E01001697,1,0.044568287035751,548.0,3,Saturated / potentially underprovided
E01001698,0,,463.0,3,"Low-demand, no provision"
E01001699,0,,329.0,4,"Low-demand, no provision"
E01001700,1,0.0,496.0,4,Apparently adequate
E01001701,1,0.0390943930034722,547.0,5,Saturated / potentially underprovided
E01001702,0,,320.0,1,"Low-demand, no provision"
E01001703,1,0.0569816743821373,434.0,2,Saturated / potentially underprovided
E01001704,0,,509.0,5,"Low-demand, no provision"
E01001705,0,,476.00000000000006,2,"Low-demand, no provision"
E01001708,0,,541.0,7,Demand-implied desert
E01001710,1,0.0558422067879372,334.99999999999994,1,Saturated / potentially underprovided
E01001712,1,0.0307213220159465,456.00000000000006,2,Saturated / potentially underprovided
E01001714,1,0.0,293.99999999999994,3,Apparently adequate
E01001715,14,5.456349178791888e-06,201.0,6,Apparently adequate
E01001716,7,0.0024111276454199,266.0,2,Apparently adequate
E01001717,0,,270.0,4,"Low-demand, no provision"
E01001718,11,0.0048646885519781,279.0,8,Apparently adequate
E01001719,1,0.0,269.99999999999994,3,Apparently adequate
E01001720,14,0.0025370921515928,332.0,8,Apparently adequate
E01001722,10,0.0065584490738811,355.99999999999994,1,Apparently adequate
E01001723,15,0.0,335.0,1,Apparently adequate
E01001724,7,0.018030588620701,352.0,4,Saturated / potentially underprovided
E01001725,9,0.0113956189984996,276.99999999999994,1,Apparently adequate
E01001726,1,0.0,233.00000000000003,1,Apparently adequate
E01001727,12,0.0,312.0,1,Apparently adequate
E01001728,8,0.0164791907760175,306.0,1,Saturated / potentially underprovided
E01001729,0,,159.0,1,"Low-demand, no provision"
E01001730,3,0.0,351.99999999999994,2,Apparently adequate
E01001731,7,0.0,375.0,4,Apparently adequate
E01001732,4,0.0392460937492766,273.0,1,Saturated / potentially underprovided
E01001733,15,0.015112872942001,325.0,6,Apparently adequate
E01001734,10,0.0071054398147376,302.0,4,Apparently adequate
E01001735,7,0.0274589671511243,283.0,4,Saturated / potentially underprovided
E01001736,15,0.0052881430039094,322.99999999999994,7,Apparently adequate
E01001737,16,0.0038006928368095,387.0,6,Apparently adequate
E01001738,12,0.0095165412806873,328.99999999999994,6,Apparently adequate
E01001739,14,0.0,397.0,7,Apparently adequate
E01001740,6,0.0051564187884837,267.0,2,Apparently adequate
E01001741,17,0.0044860373546886,338.0,8,Apparently adequate
E01001742,8,0.0310468991099537,370.99999999999994,5,Saturated / potentially underprovided
E01001744,9,0.0076047239366855,365.0,5,Apparently adequate
E01001745,5,0.0255579861106095,320.99999999999994,2,Saturated / potentially underprovided
E01001746,0,,263.0,1,"Low-demand, no provision"
E01001747,8,2.5752314766589506e-05,305.0,3,Apparently adequate
E01001749,19,0.0011810428849902,283.99999999999994,5,Apparently adequate
E01001750,15,0.0028579989711162,372.0,3,Apparently adequate
E01001751,24,0.0041605902776974,372.0,9,Apparently adequate
E01001753,1,0.0,254.0,1,Apparently adequate
E01001755,10,0.0176898533934799,241.99999999999997,2,Saturated / potentially underprovided
E01001756,14,0.0087768132714809,376.0,7,Apparently adequate
E01001757,1,0.0,248.99999999999991,2,Apparently adequate
E01001758,5,0.0,322.0,2,Apparently adequate
E01001759,11,0.0094104587540333,305.0,4,Apparently adequate
E01001760,2,0.0,265.99999999999994,4,Apparently adequate
E01001761,4,0.0011796874997106,320.0,2,Apparently adequate
E01001762,10,0.0056580632715277,252.99999999999997,6,Apparently adequate
E01001763,13,0.0018864850426608,302.0,4,Apparently adequate
E01001764,11,0.0042607323229868,342.0,3,Apparently adequate
E01001765,1,0.0,343.99999999999994,1,Apparently adequate
E01001767,15,0.0048385030862397,337.0,4,Apparently adequate
E01001768,18,0.0021332197358753,407.0,4,Apparently adequate
E01001769,16,0.007935751832417,327.0,6,Apparently adequate
E01001770,13,0.002775730056891,291.99999999999994,1,Apparently adequate
E01001772,2,0.01833844521576,298.0,2,Saturated / potentially underprovided
E01001773,8,0.0166266155475742,368.99999999999994,3,Saturated / potentially underprovided
E01001774,8,0.0,254.0,4,Apparently adequate
E01001775,8,0.0098219521601562,275.0,2,Apparently adequate
E01001776,9,0.0140581918721493,248.99999999999997,3,Apparently adequate
E01001777,11,0.0080919963520272,301.99999999999994,5,Apparently adequate
E01001780,10,0.0056160108024305,267.0,2,Apparently adequate
E01001781,6,0.0,235.0,1,Apparently adequate
E01001783,7,0.0531121307302965,205.0,2,Saturated / potentially underprovided
E01001784,5,0.0128632716044753,226.0,2,Apparently adequate
E01001785,20,0.0058140046295331,345.0,5,Apparently adequate
E01001786,5,0.040197608024074,369.99999999999994,2,Saturated / potentially underprovided
E01001787,8,0.0078399643129581,309.0,1,Apparently adequate
E01001788,8,0.0139315923993296,288.99999999999994,1,Apparently adequate
E01001789,20,0.0007479359567322,361.0,5,Apparently adequate
E01001790,2,0.0055646219130015,230.99999999999997,1,Apparently adequate
E01001791,13,0.0061922483378145,327.0,3,Apparently adequate
E01001792,13,0.0026817129629036,392.0,4,Apparently adequate
E01001793,10,0.0053642103907664,335.0,6,Apparently adequate
E01001794,17,0.0130577682458356,402.0,7,Apparently adequate
E01001795,14,0.0050078538358134,256.0,5,Apparently adequate
E01001796,15,0.0019008058983539,280.0,4,Apparently adequate
E01001798,6,0.00761040380652,332.0,1,Apparently adequate
E01001799,3,0.0,197.99999999999997,1,Apparently adequate
E01001800,0,,211.0,1,"Low-demand, no provision"
E01001801,3,0.0024450874485596,292.0,1,Apparently adequate
E01001802,11,0.0023048657874696,237.0,1,Apparently adequate
E01001803,9,0.0306015517828146,362.00000000000006,5,Saturated / potentially underprovided
E01001804,10,0.0005812564299897,242.0,1,Apparently adequate
E01001805,6,0.0,205.0,3,Apparently adequate
E01001806,10,0.0027362847221064,324.99999999999994,5,Apparently adequate
E01001807,13,0.00030653490027,302.99999999999994,1,Apparently adequate
E01001808,4,0.0375866126517168,229.99999999999997,1,Saturated / potentially underprovided
E01001809,2,0.0,297.0,1,Apparently adequate
E01001811,1,0.0,300.0,1,Apparently adequate
E01001812,15,0.0,267.0,1,Apparently adequate
E01001813,2,0.0,281.0,1,Apparently adequate
E01001814,4,0.0,253.0,1,Apparently adequate
E01001815,7,0.0025809634038249,342.0,2,Apparently adequate
E01001816,17,0.0040808823528503,321.0,5,Apparently adequate
E01001819,10,0.0040609953701967,375.0,5,Apparently adequate
E01001820,9,0.007593235596622,276.0,2,Apparently adequate
E01001821,6,0.0044059284977816,234.0,2,Apparently adequate
E01001822,1,0.0,281.0,1,Apparently adequate
E01001823,6,0.0,316.0,1,Apparently adequate
E01001824,4,0.0027968267746431,237.0,1,Apparently adequate
E01001825,4,0.0,263.0,1,Apparently adequate
E01001826,5,0.0059437885800925,243.0,1,Apparently adequate
E01001827,5,0.0,306.0,1,Apparently adequate
E01001828,6,0.0761729038055555,367.99999999999994,1,Saturated / potentially underprovided
E01001829,16,0.0053758801117621,408.0,9,Apparently adequate
E01001830,2,0.0,294.0,3,Apparently adequate
E01001831,7,0.0,307.0,5,Apparently adequate
E01001832,10,0.0139265110587705,295.99999999999994,6,Apparently adequate
E01001833,11,0.0,335.99999999999994,3,Apparently adequate
E01001834,9,0.0042039180381944,351.0,4,Apparently adequate
E01001835,12,0.000311278292181,264.0,7,Apparently adequate
E01001836,6,0.0128137860076838,358.0,4,Apparently adequate
E01001837,10,0.0041035879627829,329.00000000000006,8,Apparently adequate
E01001838,4,0.0,253.99999999999991,1,Apparently adequate
E01001839,3,0.0,287.0,4,Apparently adequate
E01001840,7,0.0050076609346891,303.0,2,Apparently adequate
E01001841,9,0.0051911865564557,345.00000000000006,3,Apparently adequate
E01001842,7,0.0187835096995149,269.0,2,Saturated / potentially underprovided
E01001843,9,1.033093278463649e-05,284.0,4,Apparently adequate
E01001844,20,0.0138914062492862,418.0,6,Apparently adequate
E01001845,8,0.0217947048607253,275.0,1,Saturated / potentially underprovided
E01001846,2,0.0343109567881944,252.99999999999997,2,Saturated / potentially underprovided
E01001847,12,0.0172918274174382,240.99999999999997,1,Saturated / potentially underprovided
E01001848,10,0.0105491898145447,329.99999999999994,3,Apparently adequate
E01001849,11,0.0177969977547699,469.99999999999994,3,Saturated / potentially underprovided
E01001850,3,0.0,291.0,1,Apparently adequate
E01001851,25,0.0058861728393055,394.00000000000006,8,Apparently adequate
E01001852,26,0.004929843304732,334.0,7,Apparently adequate
E01001853,27,0.0232512431408321,367.0,8,Saturated / potentially underprovided
E01001854,19,0.0046965968160737,314.0,5,Apparently adequate
E01001855,24,0.0016966467335069,358.99999999999994,8,Apparently adequate
E01001856,23,0.006067330917824,346.0,3,Apparently adequate
E01001857,6,0.0049565007712512,207.0,2,Apparently adequate
E01001858,16,0.0082226321371527,333.0,5,Apparently adequate
E01001859,25,0.0192251697527546,611.0,5,Saturated / potentially underprovided
E01001860,17,0.0017574437181712,306.0,2,Apparently adequate
E01001861,22,0.0289988776650533,318.0,3,Saturated / potentially underprovided
E01001862,23,0.0039346987385768,366.0,4,Apparently adequate
E01001863,18,0.0196730324071502,373.0,7,Saturated / potentially underprovided
E01001864,26,0.0062450439220382,364.99999999999994,6,Apparently adequate
E01001865,53,0.0059557637431574,448.0,8,Apparently adequate
E01001866,10,0.0059892168208526,261.0,8,Apparently adequate
E01001867,5,0.048568557093287,172.0,7,Saturated / potentially underprovided
E01001868,8,0.0158287037035108,198.99999999999991,2,Apparently adequate
E01001869,27,0.0024835962504858,409.00000000000006,9,Apparently adequate
E01001870,23,0.0111655260329945,268.0,8,Apparently adequate
E01001871,11,0.0151725589221029,331.0,8,Apparently adequate
E01001872,22,0.0108682747610567,306.99999999999994,7,Apparently adequate
E01001873,13,0.0135716850661948,292.0,6,Apparently adequate
E01001875,34,0.005241417786029,348.0,1,Apparently adequate
E01001876,18,0.0033319401576003,309.99999999999994,5,Apparently adequate
E01001877,29,0.0071096543740199,301.99999999999994,2,Apparently adequate
E01001878,38,0.0095290417882502,335.0,1,Apparently adequate
E01001879,23,0.0107293623631351,349.0,5,Apparently adequate
E01001880,4,0.0111011766970003,329.0,6,Apparently adequate
E01001881,30,0.0059683899175668,423.0,9,Apparently adequate
E01001882,19,0.0108251908705734,385.00000000000006,9,Apparently adequate
E01001883,24,0.021677445022706,384.99999999999994,7,Saturated / potentially underprovided
E01001884,23,0.0081409856411198,321.99999999999994,5,Apparently adequate
E01001885,1,0.0076369598765432,221.99999999999997,1,Apparently adequate
E01001886,16,0.009361858603178,321.00000000000006,5,Apparently adequate
E01001887,16,0.0074561873069902,289.99999999999994,5,Apparently adequate
